cell,arc,metric,transition_type,slew_ns,load_pf,ref0_value_ns,ref1_value_ns,delta_ns,percent_diff
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,1.0,1.52467,1.51342,-0.01125,-0.7379
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,1.310345,1.660406,1.648827,-0.011579,-0.6974
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,1.62069,1.796141,1.784233,-0.011908,-0.663
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,1.931034,1.931877,1.91964,-0.012237,-0.6334
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,2.0,1.96204,1.94973,-0.01231,-0.6274
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,2.241379,2.066739,2.054324,-0.012415,-0.6007
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,2.551724,2.201352,2.188803,-0.012549,-0.5701
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,2.862069,2.335965,2.323282,-0.012684,-0.543
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,3.0,2.395793,2.38305,-0.012743,-0.5319
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,3.172414,2.470578,2.457693,-0.012885,-0.5215
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,3.482759,2.605191,2.592051,-0.013141,-0.5044
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,3.5,2.61267,2.599515,-0.013155,-0.5035
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,3.793103,2.739465,2.726408,-0.013056,-0.4766
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,4.0,2.828967,2.81598,-0.012987,-0.4591
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,4.103448,2.873718,2.860702,-0.013015,-0.4529
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,4.413793,3.007971,2.99487,-0.013101,-0.4355
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,4.724138,3.142224,3.129037,-0.013187,-0.4197
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,5.0,3.26156,3.248297,-0.013263,-0.4067
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,5.034483,3.276465,3.263204,-0.013261,-0.4047
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,5.344828,3.410614,3.397371,-0.013243,-0.3883
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,5.655172,3.544763,3.531539,-0.013224,-0.3731
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,5.965517,3.678911,3.665706,-0.013205,-0.3589
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,6.275862,3.81306,3.799873,-0.013187,-0.3458
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,6.586207,3.947209,3.93404,-0.013168,-0.3336
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,6.896552,4.081357,4.068208,-0.01315,-0.3222
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,7.0,4.126073,4.11293,-0.013143,-0.3185
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,7.206897,4.215506,4.202331,-0.013174,-0.3125
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,7.517241,4.349654,4.336433,-0.013221,-0.304
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,7.827586,4.483803,4.470536,-0.013267,-0.2959
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,8.0,4.55833,4.545037,-0.013293,-0.2916
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,8.137931,4.61792,4.604638,-0.013282,-0.2876
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,8.448276,4.751998,4.73874,-0.013258,-0.279
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,8.758621,4.886075,4.872842,-0.013233,-0.2708
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,9.068966,5.020152,5.006944,-0.013209,-0.2631
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,9.37931,5.15423,5.141046,-0.013184,-0.2558
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,9.689655,5.288308,5.275148,-0.01316,-0.2488
sg13g2_IOPadOut4mA,c2p->pad,delay,rise,0.1,10.0,5.422385,5.40925,-0.013135,-0.2422
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,1.0,1.36325,1.34619,-0.01706,-1.2514
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,1.310345,1.496323,1.478732,-0.017591,-1.1756
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,1.62069,1.629396,1.611274,-0.018121,-1.1122
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,1.931034,1.762468,1.743816,-0.018652,-1.0583
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,2.0,1.79204,1.77327,-0.01877,-1.0474
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,2.241379,1.895289,1.876397,-0.018892,-0.9968
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,2.551724,2.028038,2.008989,-0.01905,-0.9393
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,2.862069,2.160787,2.14158,-0.019207,-0.8889
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,3.0,2.219787,2.20051,-0.019277,-0.8684
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,3.172414,2.293536,2.274179,-0.019357,-0.844
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,3.482759,2.426285,2.406783,-0.019502,-0.8038
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,3.5,2.43366,2.41415,-0.01951,-0.8017
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,3.793103,2.55888,2.539387,-0.019492,-0.7618
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,4.0,2.64727,2.62779,-0.01948,-0.7359
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,4.103448,2.691465,2.672001,-0.019464,-0.7232
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,4.413793,2.824051,2.804633,-0.019418,-0.6876
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,4.724138,2.956636,2.937265,-0.019371,-0.6552
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,5.0,3.07449,3.05516,-0.01933,-0.6287
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,5.034483,3.089223,3.069897,-0.019326,-0.6256
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,5.344828,3.221822,3.202529,-0.019293,-0.5988
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,5.655172,3.354421,3.335161,-0.01926,-0.5742
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,5.965517,3.48702,3.467793,-0.019227,-0.5514
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,6.275862,3.619619,3.600425,-0.019194,-0.5303
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,6.586207,3.752218,3.733057,-0.019161,-0.5107
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,6.896552,3.884817,3.865689,-0.019128,-0.4924
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,7.0,3.929017,3.9099,-0.019117,-0.4866
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,7.206897,4.017416,3.998301,-0.019115,-0.4758
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,7.517241,4.150015,4.130903,-0.019111,-0.4605
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,7.827586,4.282614,4.263506,-0.019108,-0.4462
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,8.0,4.35628,4.337173,-0.019107,-0.4386
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,8.137931,4.415213,4.396108,-0.019105,-0.4327
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,8.448276,4.547811,4.52871,-0.019102,-0.42
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,8.758621,4.68041,4.661312,-0.019098,-0.4081
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,9.068966,4.813009,4.793914,-0.019095,-0.3967
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,9.37931,4.945608,4.926516,-0.019092,-0.386
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,9.689655,5.078206,5.059118,-0.019088,-0.3759
sg13g2_IOPadOut4mA,c2p->pad,delay,fall,0.1,10.0,5.210805,5.19172,-0.019085,-0.3663
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,1.0,1.14171,1.10094,-0.04077,-3.571
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,1.310345,1.417486,1.376244,-0.041242,-2.9095
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,1.62069,1.693261,1.651548,-0.041713,-2.4635
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,1.931034,1.969037,1.926851,-0.042185,-2.1424
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,2.0,2.03032,1.98803,-0.04229,-2.0829
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,2.241379,2.24681,2.204361,-0.042449,-1.8893
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,2.551724,2.525154,2.482502,-0.042652,-1.6891
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,2.862069,2.803498,2.760642,-0.042856,-1.5287
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,3.0,2.927207,2.88426,-0.042947,-1.4672
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,3.172414,3.081842,3.039101,-0.042741,-1.3869
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,3.482759,3.360186,3.317816,-0.042371,-1.261
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,3.5,3.37565,3.3333,-0.04235,-1.2546
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,3.793103,3.639254,3.59653,-0.042723,-1.174
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,4.0,3.825327,3.78234,-0.042987,-1.1237
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,4.103448,3.918363,3.875513,-0.04285,-1.0936
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,4.413793,4.197473,4.155034,-0.042439,-1.0111
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,4.724138,4.476583,4.434554,-0.042028,-0.9388
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,5.0,4.72468,4.683017,-0.041663,-0.8818
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,5.034483,4.755731,4.714074,-0.041657,-0.8759
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,5.344828,5.035191,4.993595,-0.041597,-0.8261
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,5.655172,5.314652,5.273115,-0.041537,-0.7816
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,5.965517,5.594112,5.552636,-0.041477,-0.7414
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,6.275862,5.873573,5.832156,-0.041417,-0.7051
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,6.586207,6.153033,6.111676,-0.041357,-0.6721
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,6.896552,6.432493,6.391197,-0.041297,-0.642
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,7.0,6.525647,6.48437,-0.041277,-0.6325
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,7.206897,6.711954,6.670496,-0.041458,-0.6177
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,7.517241,6.991414,6.949684,-0.04173,-0.5969
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,7.827586,7.270874,7.228872,-0.042002,-0.5777
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,8.0,7.42613,7.383977,-0.042153,-0.5676
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,8.137931,7.550301,7.50806,-0.042241,-0.5595
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,8.448276,7.829687,7.787249,-0.042438,-0.542
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,8.758621,8.109073,8.066437,-0.042636,-0.5258
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,9.068966,8.388458,8.345625,-0.042833,-0.5106
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,9.37931,8.667844,8.624813,-0.04303,-0.4964
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,9.689655,8.947229,8.904002,-0.043228,-0.4831
sg13g2_IOPadOut4mA,c2p->pad,slew,rise,0.1,10.0,9.226615,9.18319,-0.043425,-0.4706
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,1.0,1.04299,1.00441,-0.03858,-3.699
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,1.310345,1.297861,1.259184,-0.038676,-2.98
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,1.62069,1.552731,1.513959,-0.038772,-2.497
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,1.931034,1.807602,1.768733,-0.038869,-2.1503
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,2.0,1.86424,1.82535,-0.03889,-2.0861
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,2.241379,2.064501,2.025482,-0.039019,-1.89
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,2.551724,2.32198,2.282796,-0.039184,-1.6875
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,2.862069,2.579458,2.540109,-0.03935,-1.5255
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,3.0,2.693893,2.65447,-0.039423,-1.4634
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,3.172414,2.836937,2.797772,-0.039165,-1.3805
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,3.482759,3.094416,3.055715,-0.038701,-1.2507
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,3.5,3.10872,3.070045,-0.038675,-1.2441
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,3.793103,3.352387,3.313658,-0.038729,-1.1553
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,4.0,3.524387,3.48562,-0.038767,-1.1
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,4.103448,3.610387,3.57171,-0.038677,-1.0713
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,4.413793,3.868387,3.829979,-0.038408,-0.9929
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,4.724138,4.126387,4.088248,-0.038139,-0.9243
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,5.0,4.35572,4.31782,-0.0379,-0.8701
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,5.034483,4.384444,4.346517,-0.037928,-0.8651
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,5.344828,4.642964,4.604786,-0.038178,-0.8223
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,5.655172,4.901483,4.863054,-0.038429,-0.784
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,5.965517,5.160002,5.121323,-0.038679,-0.7496
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,6.275862,5.418522,5.379592,-0.038929,-0.7184
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,6.586207,5.677041,5.637861,-0.03918,-0.6901
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,6.896552,5.93556,5.89613,-0.03943,-0.6643
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,7.0,6.021733,5.98222,-0.039513,-0.6562
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,7.206897,6.19408,6.154445,-0.039635,-0.6399
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,7.517241,6.452599,6.412782,-0.039817,-0.6171
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,7.827586,6.711118,6.671119,-0.039999,-0.596
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,8.0,6.85474,6.81464,-0.0401,-0.585
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,8.137931,6.969573,6.929457,-0.040117,-0.5756
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,8.448276,7.227948,7.187794,-0.040154,-0.5555
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,8.758621,7.486322,7.446131,-0.040191,-0.5369
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,9.068966,7.744697,7.704468,-0.040228,-0.5194
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,9.37931,8.003071,7.962806,-0.040266,-0.5031
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,9.689655,8.261446,8.221143,-0.040303,-0.4878
sg13g2_IOPadOut4mA,c2p->pad,slew,fall,0.1,10.0,8.51982,8.47948,-0.04034,-0.4735
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,1.0,1.51051,1.511,0.00049,0.0324
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,1.482759,1.580932,1.582139,0.001207,0.0763
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,1.965517,1.651355,1.653279,0.001924,0.1165
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,2.448276,1.721777,1.724418,0.002641,0.1534
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,2.931034,1.7922,1.795557,0.003358,0.1873
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,3.0,1.80226,1.80572,0.00346,0.192
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,3.413793,1.851144,1.854028,0.002884,0.1558
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,3.896552,1.908176,1.910388,0.002212,0.1159
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,4.37931,1.965207,1.966748,0.00154,0.0784
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,4.862069,2.022239,2.023107,0.000869,0.043
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,5.344828,2.07927,2.079467,0.000197,0.0095
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,5.827586,2.136302,2.135827,-0.000475,-0.0222
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,6.0,2.15667,2.155955,-0.000715,-0.0332
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,6.310345,2.191223,2.192186,0.000963,0.044
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,6.793103,2.244971,2.248546,0.003574,0.1592
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,7.0,2.268007,2.2727,0.004693,0.2069
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,7.275862,2.29872,2.303304,0.004584,0.1994
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,7.758621,2.352469,2.356861,0.004392,0.1867
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,8.241379,2.406218,2.410419,0.004201,0.1746
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,8.724138,2.459966,2.463976,0.004009,0.163
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,9.0,2.49068,2.49458,0.0039,0.1566
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,9.206897,2.51325,2.517211,0.003961,0.1576
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,9.689655,2.565913,2.570017,0.004104,0.1599
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,10.172414,2.618576,2.622823,0.004246,0.1622
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,10.655172,2.671239,2.675628,0.004389,0.1643
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,11.137931,2.723903,2.728434,0.004531,0.1664
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,11.62069,2.776566,2.78124,0.004674,0.1683
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,12.0,2.817944,2.82273,0.004786,0.1698
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,12.103448,2.829229,2.833959,0.00473,0.1672
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,12.586207,2.881892,2.886361,0.004469,0.1551
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,13.068966,2.934555,2.938763,0.004207,0.1434
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,13.551724,2.987218,2.991164,0.003946,0.1321
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,14.0,3.03612,3.039823,0.003703,0.122
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,14.034483,3.039858,3.043566,0.003708,0.122
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,14.517241,3.092192,3.095968,0.003776,0.1221
sg13g2_IOPadOut16mA,c2p->pad,delay,rise,0.1,15.0,3.144527,3.14837,0.003843,0.1222
sg13g2_IOPadOut16mA,c2p->pad,delay,fall,0.1,1.0,1.30956,1.3045,-0.00506,-0.3864
